IP Address	Number of Adjacencies
28.143.154.178	11
40.76.190.23	9
112.238.250.234	8
122.60.153.143	8
10.164.200.86	8
133.164.61.195	3
140.153.34.205	5
97.199.65.230	6
110.59.177.100	6
6.1.8.59	1
164.212.23.141	11
70.55.128.15	5
185.63.32.193	6
83.108.110.87	7
114.226.114.215	8
72.159.145.188	8
111.226.216.24	8
181.122.172.93	4
120.214.12.225	7
186.66.72.84	8
186.115.116.165	6
190.215.91.203	9
32.155.145.93	7
7.149.172.97	7
78.51.176.111	8
193.134.81.200	11
195.44.205.157	8
81.108.81.196	5
213.123.120.126	10
214.240.88.115	7
71.110.248.101	10
84.254.5.163	5
4.237.75.237	7
110.223.236.249	9
218.195.240.195	3
220.20.199.4	5
221.218.101.176	4
223.176.139.56	9
232.167.5.131	7
190.67.91.95	7
193.191.230.37	9
169.187.184.157	6
171.46.169.28	5
219.166.127.35	3
87.16.232.168	6
65.42.54.209	7
157.116.204.253	9
156.1.51.233	7
172.219.112.65	5
150.178.85.181	7
207.188.47.98	5
175.107.30.101	3
118.200.117.232	10
234.133.72.33	6
236.230.189.153	4
239.106.125.188	6
62.214.32.116	10
49.95.53.208	2
66.124.123.26	6
84.164.83.25	7
76.41.68.130	8
207.200.145.144	7
152.92.152.209	8
155.71.241.22	10
140.148.196.37	7
229.78.39.150	11
163.36.118.144	3
236.183.143.102	12
244.36.163.165	9
244.135.58.4	6
90.200.245.44	6
22.167.126.8	3
218.200.195.88	5
11.129.97.87	6
155.218.197.189	5
140.81.113.88	2
245.31.67.232	8
245.234.91.110	12
248.130.207.86	10
140.156.105.138	7
155.1.9.55	9
202.157.31.189	9
119.219.181.221	6
127.38.247.238	6
142.220.152.113	4
203.72.226.21	8
230.132.205.87	5
70.149.144.193	11
202.222.63.156	3
230.240.103.86	8
231.23.221.95	8
169.249.176.184	8
226.29.183.173	1
169.124.248.25	6
251.188.181.111	11
168.178.242.143	9
253.194.149.109	4
90.15.102.13	6
50.161.50.163	6
212.160.135.62	10
71.252.203.121	4
91.63.146.126	10
115.193.114.234	10
88.182.158.138	12
16.175.128.142	7
49.98.130.58	8
219.202.184.82	10
28.148.228.167	5
232.108.1.145	7
98.62.61.235	9
49.104.119.60	6
32.51.36.233	5
80.44.152.32	8
139.8.206.171	5
151.146.132.5	11
232.61.2.82	4
64.231.90.143	15
16.26.101.10	6
57.124.25.224	7
115.44.197.67	3
239.231.207.168	8
174.208.157.133	6
233.115.250.203	6
29.197.233.71	6
128.60.161.43	0
170.45.171.160	4
245.185.31.217	7
126.6.80.60	4
231.35.248.2	9
237.210.163.251	7
70.162.185.91	2
33.218.192.53	6
67.247.17.115	6
249.91.192.225	13
140.18.51.97	12
84.56.121.198	8
117.223.26.244	4
178.141.213.109	5
243.110.229.127	6
159.86.44.192	7
168.40.147.34	9
139.100.159.66	11
81.92.7.134	13
65.211.118.65	9
228.239.132.46	9
37.122.87.197	6
198.17.80.20	5
106.168.151.14	4
193.72.19.185	3
71.97.238.199	4
202.210.155.89	9
165.213.142.173	8
28.212.222.148	6
57.90.34.55	4
61.200.221.49	6
16.113.206.211	7
81.211.10.157	6
105.244.146.61	6
95.191.12.133	14
144.198.29.54	7
50.248.184.49	4
121.60.140.60	10
49.71.23.221	7
69.18.188.189	3
61.49.15.102	8
63.203.130.69	5
88.77.93.201	11
23.172.29.37	5
41.6.46.119	1
48.109.143.239	5
110.142.74.90	7
24.125.200.129	6
120.205.239.229	4
105.119.114.160	5
37.161.210.127	7
20.193.216.161	5
125.38.226.233	3
146.141.229.156	7
116.98.216.252	10
151.64.20.234	11
104.149.127.112	10
162.179.4.193	7
185.238.154.245	10
190.116.194.129	6
202.113.11.93	5
205.58.12.196	8
210.223.200.30	3
71.75.51.99	6
92.245.209.65	8
163.28.144.7	9
216.52.34.249	3
122.233.209.40	9
219.183.60.253	7
57.154.223.50	2
221.65.71.156	8
192.41.48.111	8
226.20.103.227	7
244.251.50.136	8
94.120.96.169	10
124.208.107.199	8
253.9.237.29	4
147.162.113.220	13
243.111.31.200	8
100.232.100.111	12
115.131.80.81	4
175.43.2.24	2
81.238.141.32	8
74.6.144.178	1
236.75.20.158	6
192.39.206.72	6
69.179.197.197	5
136.169.127.155	3
196.228.88.6	7
74.222.225.115	6
218.68.102.110	6
253.6.62.28	9
32.46.49.140	7
146.155.159.55	6
216.52.159.219	8
86.237.243.214	7
57.202.65.148	6
27.148.180.240	4
138.47.55.125	12
100.186.80.69	7
166.58.67.111	2
196.117.15.28	5
126.244.55.58	3
229.243.181.35	4
106.5.84.134	9
108.51.109.203	5
246.168.230.130	4
33.236.212.234	5
2.139.111.106	10
33.230.121.146	12
8.182.192.242	4
1.198.203.112	4
10.218.177.57	8
98.57.129.141	6
61.134.58.25	10
39.106.157.143	8
122.124.114.46	2
154.102.99.225	12
165.54.125.219	9
166.150.68.224	11
63.100.176.14	7
204.233.145.89	12
208.78.141.51	10
219.60.12.85	6
120.42.182.157	7
169.210.187.194	3
93.217.68.69	5
251.224.108.99	7
47.248.196.178	9
20.215.43.81	4
216.234.232.45	7
221.241.55.101	6
129.49.163.132	5
33.40.204.226	4
28.10.146.153	6
62.54.236.215	5
3.76.32.10	5
200.11.75.182	3
51.96.15.193	6
236.47.12.15	8
43.157.191.160	9
65.151.122.26	7
216.100.17.172	1
185.26.108.24	4
16.49.96.102	3
10.140.149.34	6
44.234.18.248	5
100.39.91.28	5
182.137.45.124	9
212.149.37.53	7
221.69.2.13	3
170.95.52.180	11
142.245.137.182	6
75.44.164.127	3
206.123.236.230	9
6.211.197.221	4
43.20.9.16	7
90.85.66.12	5
134.240.46.240	6
116.233.29.114	4
101.236.210.218	6
159.84.100.22	14
72.145.99.207	6
235.192.86.186	6
29.200.64.100	11
123.214.93.241	8
249.83.23.52	4
124.225.60.81	10
188.15.125.169	5
213.136.55.133	6
174.31.164.24	13
12.187.254.70	8
113.103.2.73	4
40.50.181.179	7
224.175.151.44	10
238.221.108.50	7
37.40.23.22	5
15.46.28.47	12
26.228.146.133	9
87.235.61.59	9
23.181.29.25	3
72.211.189.123	7
199.20.48.98	6
174.96.30.70	2
140.54.28.232	8
140.242.194.220	4
3.159.158.99	4
80.155.227.104	7
39.172.94.102	9
70.216.136.234	9
98.39.221.203	10
156.190.208.234	8
195.248.83.154	7
208.30.245.139	7
185.103.119.199	4
156.62.126.53	5
239.73.240.137	7
110.176.116.145	10
212.173.202.201	10
242.80.117.243	5
6.50.175.139	4
108.42.84.118	9
145.64.28.228	4
213.30.248.133	3
250.245.235.188	10
85.1.247.87	2
83.147.14.251	11
26.82.63.217	11
40.179.76.202	4
183.156.25.27	4
39.131.4.218	3
75.142.169.240	8
194.144.238.13	5
207.206.197.192	8
25.41.3.166	7
86.178.18.238	13
118.148.145.4	9
249.7.143.182	6
78.56.76.58	8
22.195.104.14	6
22.84.113.148	2
204.245.226.38	12
61.38.244.147	7
37.117.55.75	3
101.57.79.40	11
110.75.4.106	3
224.71.61.177	6
170.76.126.21	7
136.149.128.86	9
10.239.195.39	4
19.248.209.5	5
201.164.51.36	3
20.77.219.46	6
119.138.208.95	3
10.247.142.96	6
98.94.246.239	9
143.234.189.36	11
11.106.213.233	5
20.97.232.115	10
38.221.115.32	4
61.13.203.17	8
83.67.5.182	11
106.140.30.8	8
107.68.110.45	8
80.251.19.224	12
161.136.22.242	4
205.197.113.169	7
180.173.163.85	6
227.15.21.12	5
76.75.115.27	1
9.175.85.76	7
155.230.132.194	7
125.142.52.125	6
143.20.176.176	17
74.131.148.115	9
178.78.120.232	7
150.137.174.100	7
199.74.235.239	8
217.193.132.99	11
88.3.195.223	9
133.26.137.124	6
194.250.74.252	9
172.33.144.210	5
102.5.150.119	8
31.45.98.31	12
208.253.226.1	4
173.238.52.182	9
169.126.70.98	10
209.84.123.216	4
90.29.49.68	8
167.243.232.239	10
147.161.117.46	6
190.130.79.36	6
209.14.51.111	9
251.9.58.179	6
254.27.69.222	6
94.230.50.126	6
187.137.101.38	3
7.197.247.135	4
148.21.193.10	7
196.66.224.31	3
61.238.189.218	6
179.120.162.174	10
195.248.219.194	1
206.214.163.185	6
199.86.62.112	8
151.195.53.183	8
252.41.219.171	6
46.147.243.181	5
133.59.3.24	11
195.107.93.251	8
73.162.165.133	10
54.190.119.36	7
52.30.179.63	4
70.219.172.119	7
80.42.229.160	11
4.213.141.25	6
28.92.67.101	8
83.18.142.184	6
92.245.124.204	6
106.250.70.90	7
110.251.155.105	5
39.94.152.4	9
139.142.101.58	11
4.237.189.41	2
230.119.32.225	9
86.185.67.116	3
109.18.109.246	7
47.107.154.59	8
203.102.117.18	9
112.227.23.90	7
201.1.245.2	14
114.21.254.30	6
93.204.161.185	6
216.91.167.159	5
77.27.137.48	9
5.30.79.115	7
234.27.253.87	4
239.56.148.47	8
165.159.98.228	4
182.231.243.69	7
28.53.248.3	4
71.66.161.213	7
8.106.149.51	7
55.116.182.59	4
60.82.4.50	10
66.86.121.39	1
235.200.150.238	9
24.203.121.239	1
55.75.177.35	9
146.95.241.195	7
19.49.49.26	7
154.61.67.54	14
61.150.250.150	5
186.130.231.109	6
157.14.120.249	3
239.193.247.221	4
98.135.176.204	11
118.138.233.130	6
90.173.208.105	8
212.87.55.159	8
246.67.135.48	8
55.163.176.172	7
19.234.88.86	3
8.29.78.177	5
10.125.139.186	5
7.150.125.118	5
30.89.53.167	5
97.23.235.114	11
85.245.7.250	7
39.56.226.226	7
103.177.40.157	9
215.52.254.116	4
236.7.5.139	8
39.70.111.254	8
184.229.62.249	7
219.146.207.204	4
229.92.246.54	4
244.72.39.40	5
6.234.18.194	9
74.210.202.121	8
225.98.82.21	5
226.190.76.27	6
229.18.179.240	4
34.98.158.80	8
16.188.160.183	9
142.95.44.254	5
97.32.111.216	5
24.169.7.198	5
116.205.163.186	4
35.89.163.51	10
183.92.71.189	3
195.206.107.69	5
242.57.86.69	10
53.174.183.188	3
234.124.47.30	5
101.22.37.155	5
2.7.33.253	6
28.30.198.253	9
55.140.12.237	11
60.71.1.127	5
78.27.112.157	6
90.87.151.115	11
109.27.59.217	8
70.68.199.62	2
197.36.32.121	10
244.3.177.4	9
29.131.233.61	3
2.146.157.244	8
61.180.179.81	5
91.80.31.251	9
2.130.93.77	12
20.153.137.11	5
79.109.216.12	2
93.123.186.111	12
131.166.183.212	8
148.106.31.235	7
35.45.204.65	6
139.162.144.137	10
96.187.86.34	8
61.78.95.72	9
132.242.245.160	3
60.83.115.182	4
176.62.46.66	9
202.81.114.240	8
130.136.8.233	7
53.201.80.8	6
150.13.46.192	8
94.250.49.147	7
48.109.47.122	8
134.120.195.16	7
15.156.53.208	9
94.156.138.70	8
110.24.49.237	10
108.103.114.170	9
112.157.88.229	7
103.158.72.99	9
148.112.14.195	3
219.227.99.130	5
219.250.119.244	6
38.90.27.187	11
167.213.174.145	2
100.10.114.7	5
189.159.4.150	5
129.88.74.145	7
143.76.55.120	13
163.93.141.155	5
25.60.97.205	3
118.183.212.234	5
125.116.247.7	7
81.84.43.12	9
89.183.6.71	10
63.81.89.20	11
124.128.160.93	9
45.116.84.73	3
61.218.103.42	4
66.13.238.74	8
91.41.194.73	8
136.206.79.107	7
158.251.13.97	7
32.26.44.44	10
1.96.237.110	4
67.2.179.29	5
182.55.100.236	6
184.38.160.19	6
33.137.254.194	5
103.149.221.251	9
108.155.140.217	6
221.2.57.72	9
159.122.52.61	8
173.66.61.211	3
43.60.166.145	8
50.252.250.160	2
187.23.226.127	10
173.82.172.157	6
51.215.133.250	3
130.109.203.64	11
234.251.165.229	5
249.96.3.69	9
160.8.32.41	6
167.159.148.133	8
248.85.180.90	10
219.75.168.78	17
7.101.94.230	11
3.100.58.56	3
12.151.44.60	10
109.211.143.156	7
6.23.230.87	8
179.252.189.87	5
184.8.200.75	9
113.98.72.52	7
26.188.85.247	10
56.208.153.9	14
76.168.59.122	9
177.59.197.250	10
184.168.234.23	8
191.139.121.120	3
193.250.117.49	5
99.205.3.118	6
196.241.24.164	9
197.70.93.245	4
202.119.101.121	4
8.146.43.170	7
213.207.34.157	9
250.143.35.242	9
60.26.192.66	7
63.6.149.29	4
152.139.192.210	9
12.230.58.14	13
97.204.254.95	6
84.45.149.32	5
90.203.24.212	6
105.106.83.48	6
105.163.230.98	13
124.197.73.137	3
15.81.71.73	7
156.186.248.10	4
32.215.46.202	4
58.164.75.151	8
68.244.120.59	2
196.11.231.64	8
202.179.113.194	7
229.58.138.105	4
173.170.162.239	6
16.192.146.113	7
122.213.44.94	7
154.87.153.247	8
31.94.179.129	2
110.136.159.250	9
120.109.241.253	6
122.246.122.205	9
149.20.225.9	8
61.62.173.104	10
180.109.107.239	7
231.57.125.220	8
73.89.221.25	18
83.179.165.139	6
214.113.224.181	6
104.108.87.114	4
229.241.155.129	9
77.157.40.118	5
148.43.254.61	6
205.116.80.91	11
15.98.148.107	7
36.233.182.157	9
209.85.250.134	5
79.21.101.6	4
6.221.172.155	6
15.18.246.166	3
117.188.32.128	2
119.144.191.43	7
75.149.100.166	8
138.208.134.221	10
213.132.241.115	5
143.21.200.11	11
67.161.159.138	5
42.224.193.127	11
48.140.173.1	4
142.224.144.21	11
58.233.248.98	9
190.3.180.24	5
197.95.34.238	7
213.87.22.59	5
136.229.219.5	12
127.150.16.244	8
176.21.99.159	6
185.51.39.95	6
11.183.12.115	5
57.9.23.189	4
130.219.69.104	7
150.198.30.112	9
32.192.63.194	10
176.38.238.196	5
181.176.62.152	4
194.235.147.231	15
94.154.88.72	7
40.70.34.92	9
18.60.217.1	4
94.58.142.55	4
136.147.3.47	6
195.27.18.227	5
55.140.217.36	8
196.49.11.121	5
122.208.89.237	12
12.177.242.177	4
206.165.50.201	6
13.145.32.251	6
52.94.155.1	3
107.24.82.76	9
210.162.167.164	8
214.93.2.92	8
214.139.184.3	5
137.192.189.134	6
18.79.191.101	8
219.197.220.56	8
60.212.38.86	5
135.105.164.65	6
126.128.188.104	7
217.139.235.234	9
76.169.167.32	12
181.243.249.132	5
122.66.54.211	7
221.147.187.28	7
222.236.83.6	6
59.42.57.1	7
133.35.74.159	4
154.49.198.114	9
47.94.3.180	7
78.249.54.110	5
51.110.142.254	3
55.178.4.57	8
199.50.210.77	11
61.171.234.138	9
222.244.91.30	5
49.190.23.236	7
32.216.93.60	4
35.117.5.167	14
223.7.177.192	5
183.234.19.202	4
223.223.63.62	12
223.250.88.225	11
232.33.249.168	5
144.12.37.100	5
41.114.140.219	4
115.157.160.175	17
101.8.131.159	7
35.149.33.115	10
160.137.21.73	13
30.210.40.124	10
1.63.36.106	7
32.31.246.208	6
82.193.19.190	5
16.143.95.233	6
101.113.245.97	2
29.14.94.172	4
109.164.159.74	10
69.234.108.80	4
118.45.107.111	4
94.77.238.3	9
121.8.165.16	6
67.42.240.22	6
185.100.209.195	6
67.219.98.207	8
192.252.254.157	7
124.227.100.123	7
212.94.204.38	5
217.153.78.149	9
109.87.152.218	5
113.137.182.175	7
110.254.13.148	8
12.33.141.134	7
29.82.117.126	9
41.16.31.36	6
112.207.173.69	11
57.192.137.215	6
27.49.159.173	7
141.91.42.112	4
158.99.146.127	8
177.156.136.173	5
177.241.239.72	3
180.137.136.68	6
163.229.103.21	8
186.99.167.66	6
212.109.47.1	6
218.195.201.25	2
221.119.70.80	6
234.47.172.91	8
175.133.170.187	10
203.164.45.97	7
169.208.150.219	3
156.101.52.77	8
114.51.19.163	3
171.43.154.206	13
237.8.96.200	8
238.78.111.119	3
242.55.188.119	10
117.48.102.139	9
157.50.174.250	9
242.237.41.143	7
130.162.6.14	7
243.150.187.122	5
241.192.193.105	5
14.208.149.204	7
112.53.117.83	8
119.10.184.37	12
137.120.166.126	4
115.128.226.164	4
118.21.251.149	5
154.232.55.99	7
71.213.40.17	7
190.233.134.46	9
211.77.57.214	6
234.251.246.31	5
244.21.228.209	7
246.121.19.215	8
232.38.227.182	5
130.86.94.20	9
42.23.46.94	6
49.125.38.92	7
137.61.185.49	12
246.246.102.51	7
45.239.57.25	6
154.49.244.149	5
239.249.76.40	4
119.202.3.12	6
247.30.201.240	12
96.204.37.26	11
129.57.250.41	8
228.66.85.196	9
250.252.50.107	5
251.120.144.179	10
76.174.87.143	6
33.45.27.184	8
35.107.190.209	3
42.111.210.226	6
99.45.241.149	5
137.129.48.202	5
162.132.87.113	11
195.107.136.189	6
248.224.241.218	7
253.153.50.58	9
41.111.129.91	7
8.93.165.120	6
73.203.172.122	6
150.108.132.129	10
97.214.83.4	13
189.18.38.88	12
192.155.123.221	15
91.98.119.70	2
85.168.74.12	6
39.66.15.50	2
252.114.233.39	4
112.199.76.191	9
4.106.121.59	12
253.14.169.107	4
88.91.228.230	8
191.178.95.62	14
36.163.109.123	8
32.217.42.106	5
190.238.187.244	9
197.3.94.66	3
30.185.155.74	4
24.51.31.170	8
181.64.246.29	5
14.136.52.200	5
115.198.241.181	5
86.189.161.34	15
126.6.39.212	7
193.40.64.5	5
97.148.89.57	7
201.145.109.237	9
62.22.117.124	7
76.56.100.89	6
199.37.49.89	8
82.253.133.162	8
176.231.137.99	3
63.59.118.41	9
156.128.30.243	7
197.45.47.244	9
193.189.233.244	11
241.120.52.211	3
251.139.204.120	11
157.128.58.218	4
41.234.186.251	8
204.141.88.108	5
119.82.25.12	4
156.211.11.70	5
6.124.138.104	9
175.248.106.70	9
210.160.39.248	2
61.131.117.237	7
221.140.197.44	5
65.153.49.115	3
145.151.208.146	10
7.54.81.107	9
75.35.17.109	4
15.228.128.99	3
57.15.17.190	6
62.84.68.51	5
91.22.235.141	4
110.63.251.218	7
137.205.114.81	8
85.248.211.82	6
6.131.103.52	7
122.165.44.26	12
142.239.98.164	10
176.100.200.51	6
11.65.103.18	9
110.202.13.53	6
67.186.129.62	7
145.20.25.3	12
212.113.180.178	12
7.205.232.114	9
223.164.49.233	7
67.254.87.109	9
93.169.216.193	14
185.166.88.105	3
192.20.223.26	5
178.178.149.83	9
197.145.235.104	1
194.193.221.182	10
162.116.99.179	10
190.110.125.243	6
197.155.221.154	9
212.178.79.228	7
58.27.210.164	4
66.24.242.110	7
13.169.56.87	7
102.11.150.196	7
59.225.141.25	3
124.221.118.120	6
200.35.230.207	6
203.20.238.26	10
22.70.122.35	2
215.44.198.80	5
217.183.187.106	6
137.199.85.187	5
71.240.180.175	11
218.11.170.204	7
112.244.182.243	5
225.38.111.249	11
169.245.75.14	5
7.250.146.121	8
44.220.3.24	13
62.115.167.9	11
211.62.192.120	6
224.171.91.153	2
193.41.147.219	11
42.68.25.39	6
32.2.222.249	5
122.164.65.77	6
100.244.208.234	7
207.29.176.237	7
55.121.168.43	14
170.106.215.212	7
172.113.64.180	8
38.71.34.243	5
28.162.208.195	8
190.230.183.13	6
220.173.160.224	10
43.254.171.156	5
236.46.139.49	7
236.177.183.121	15
13.82.147.13	6
1.129.197.72	2
33.39.166.174	6
49.19.127.21	5
53.163.249.229	8
78.130.38.81	3
138.246.11.230	5
118.232.21.153	7
108.90.72.106	4
154.129.162.208	7
107.220.186.197	4
177.166.79.5	4
66.5.99.34	6
179.147.43.61	6
184.6.214.239	5
51.149.198.210	8
52.19.131.107	4
200.132.139.103	5
120.63.183.165	8
105.157.215.28	10
226.114.63.5	9
173.197.225.134	8
174.56.207.176	6
92.185.201.104	6
27.116.22.193	8
187.96.17.37	6
143.159.84.50	3
193.227.234.4	7
149.215.127.198	9
237.22.55.68	6
98.151.101.127	7
239.121.44.58	9
131.87.191.43	8
243.183.246.194	9
245.44.84.222	6
254.227.36.208	8
49.179.25.113	9
25.147.148.29	4
113.233.45.15	8
137.105.200.4	5
11.190.136.246	12
72.113.212.78	5
83.22.160.179	12
151.228.99.101	5
161.179.165.114	7
203.77.29.105	15
130.182.103.14	5
8.171.7.27	2
244.246.175.148	7
130.188.178.60	11
241.234.45.195	7
79.246.215.54	8
93.103.67.54	3
31.25.26.192	4
56.147.29.1	5
72.74.23.222	4
125.127.162.235	7
131.1.16.225	7
63.215.202.254	6
11.142.173.67	4
148.14.62.137	8
149.181.37.188	3
15.174.107.28	7
33.145.236.55	9
36.247.94.12	8
99.226.16.91	5
25.250.241.155	6
154.126.235.203	6
157.184.164.93	5
187.162.209.10	5
190.60.161.167	9
195.247.116.51	9
224.41.7.32	7
225.79.153.110	7
231.212.154.247	6
77.12.227.148	3
189.61.164.98	9
222.180.145.99	7
242.114.118.193	3
201.62.40.172	5
246.155.214.115	6
73.42.111.183	9
230.81.77.69	10
230.180.19.191	10
248.147.229.224	8
173.240.57.127	9
124.225.5.71	10
247.250.27.89	5
84.58.239.30	4
96.115.167.186	10
66.61.118.12	8
56.185.19.118	7
120.16.119.19	5
145.60.119.124	6
60.22.6.250	5
200.235.122.136	6
252.189.83.98	6
95.6.55.192	3
77.20.229.190	8
74.144.8.161	13
166.178.17.89	7
24.172.212.216	1
52.119.200.110	8
75.189.231.253	7
137.80.92.92	10
235.65.242.54	4
43.254.146.204	5
131.95.146.60	5
236.28.172.126	4
1.219.238.130	7
156.191.83.40	9
157.15.21.190	6
79.120.213.103	11
108.188.20.207	8
177.94.205.232	9
43.145.187.70	7
29.11.168.148	4
192.160.120.110	3
194.222.164.251	7
69.35.145.74	5
184.69.155.110	8
233.75.114.173	5
94.145.161.93	8
95.163.233.87	6
241.241.97.206	11
3.222.106.232	4
28.3.223.69	6
78.173.59.93	3
1.97.91.30	6
203.141.183.134	1
223.239.31.126	6
63.211.184.84	4
99.12.148.93	7
196.74.162.218	7
176.30.9.245	7
20.197.78.29	7
40.177.52.16	5
151.24.143.171	4
214.65.248.64	6
10.158.65.56	6
214.169.215.227	10
127.233.248.65	6
24.240.178.75	5
50.169.70.62	5
65.42.161.171	8
179.52.192.160	1
192.94.179.55	10
174.42.184.65	3
203.135.17.192	11
70.79.76.174	6
128.12.230.2	4
22.246.129.172	10
63.240.206.115	8
58.156.119.121	13
232.53.84.242	4
252.40.215.39	10
230.173.114.120	10
11.208.126.106	9
91.54.179.76	4
222.108.52.201	9
27.100.183.197	8
86.138.13.41	8
168.48.19.243	9
108.142.62.154	6
78.88.214.141	7
161.3.180.98	4
100.67.132.253	7
108.40.158.173	6
145.5.235.190	8
188.241.47.127	3
189.142.124.228	6
60.14.173.9	7
250.253.53.90	4
160.125.15.148	11
229.186.31.182	6
91.3.161.160	9
103.68.154.131	4
171.111.201.11	7
156.34.158.154	8
211.153.73.178	5
149.94.175.197	9
9.84.107.252	8
240.1.34.139	9
240.105.184.47	5
25.120.147.213	8
55.198.3.213	8
113.192.11.28	3
198.160.118.117	5
204.91.140.52	9
228.125.57.108	8
172.161.249.85	3
236.81.147.58	7
68.109.142.128	8
109.60.32.85	7
63.245.254.18	5
248.9.24.133	3
64.49.226.104	10
77.168.60.178	6
218.70.18.234	9
1.125.112.8	8
234.180.72.60	4
18.120.214.31	6
85.171.69.217	7
98.233.126.136	4
180.8.85.156	7
173.69.63.33	4
15.159.176.77	5
176.243.84.250	4
44.43.141.63	11
45.138.152.171	8
24.132.99.60	6
45.103.44.134	5
94.242.61.13	4
17.193.99.143	6
68.178.161.252	2
40.145.114.180	11
70.234.70.172	5
101.92.234.184	9
116.213.88.198	8
128.113.195.196	5
142.229.103.153	3
187.85.155.11	7
214.107.142.195	8
216.175.84.138	4
27.199.119.102	8
226.96.246.167	8
227.234.184.207	4
232.104.231.85	7
43.218.230.160	5
119.96.10.183	10
217.119.113.32	6
242.224.144.235	6
214.73.120.82	10
245.101.164.16	10
13.138.208.51	7
42.205.227.198	8
57.26.248.126	4
127.117.72.73	6
199.88.4.22	8
151.55.113.165	6
227.84.30.214	7
37.229.209.123	5
155.237.73.69	7
201.35.61.91	5
85.191.163.230	2
2.239.141.42	5
236.122.172.87	9
198.132.54.94	6
237.82.192.181	6
85.176.86.164	8
205.250.64.224	7
240.103.154.172	9
29.50.229.2	9
111.113.118.45	9
247.249.227.151	9
163.224.235.189	2
128.175.18.158	7
12.76.218.162	6
105.231.254.76	4
117.147.125.69	6
137.117.238.176	10
147.70.219.167	9
9.25.13.5	12
104.207.97.8	6
156.58.120.221	7
163.116.139.100	6
180.6.220.193	7
177.165.126.136	8
199.43.167.95	5
225.9.143.89	11
171.18.60.52	7
243.33.119.6	4
244.191.122.177	7
107.124.52.248	7
244.223.132.76	8
219.153.9.57	4
22.143.42.140	7
139.12.149.68	5
89.177.36.125	5
107.89.212.186	11
159.127.38.56	3
186.217.76.176	7
19.132.172.124	12
194.148.27.194	6
185.158.88.160	6
6.176.37.213	4
40.136.219.61	5
145.157.84.253	9
12.109.25.249	4
195.157.206.74	4
111.156.10.221	8
7.25.232.212	14
33.121.250.154	13
185.116.13.140	4
210.56.24.146	7
225.121.217.214	4
181.163.33.98	3
99.108.156.247	13
186.10.154.37	9
227.139.189.122	10
227.228.92.79	9
131.2.89.62	3
106.245.228.128	4
23.71.91.232	7
94.36.247.170	6
68.254.160.219	11
43.76.168.132	8
48.67.218.98	5
219.3.54.141	7
228.62.227.165	6
31.83.201.250	6
20.158.167.75	6
48.72.50.122	6
55.144.253.149	4
15.184.92.201	6
87.200.59.60	6
95.218.196.82	6
140.152.67.121	9
209.68.87.218	7
108.187.37.142	6
191.156.83.148	4
229.185.67.168	8
243.48.131.211	2
44.66.194.211	5
120.207.56.69	4
53.88.176.109	8
71.112.167.155	3
109.212.28.98	9
131.144.92.145	4
182.158.133.188	9
137.250.148.51	7
150.114.207.188	8
130.217.142.189	5
160.34.115.110	3
194.101.146.64	2
198.149.32.19	8
43.115.38.42	8
176.253.38.81	5
116.132.27.248	6
59.56.53.58	10
222.235.220.161	4
177.89.13.206	8
230.1.76.54	8
98.143.199.24	5
218.131.7.165	10
103.154.231.39	11
191.206.244.251	5
17.76.152.76	6
98.23.181.186	5
105.197.199.90	8
180.182.126.182	9
118.111.63.112	12
231.84.55.31	4
118.154.170.220	5
19.109.207.44	13
53.209.35.83	6
98.91.207.85	6
146.251.199.206	5
62.219.239.25	9
172.128.81.214	5
173.47.211.44	8
68.221.240.30	8
82.1.10.100	6
178.187.65.59	6
211.222.92.181	12
5.93.92.183	7
11.17.141.100	9
74.131.53.121	7
168.166.190.19	3
85.60.211.252	5
239.92.185.45	14
122.219.115.149	3
34.82.251.11	7
222.157.47.132	10
239.125.117.34	6
29.135.91.4	5
245.50.205.41	9
245.146.105.219	9
64.48.125.254	7
249.34.88.109	11
250.46.177.236	12
250.200.181.163	5
252.111.1.124	2
175.9.72.245	9
126.37.166.178	7
160.126.104.177	8
7.1.112.108	5
16.233.163.206	4
163.220.81.182	9
37.185.208.60	6
120.218.111.183	6
204.87.38.215	8
153.33.140.43	4
70.86.211.19	5
75.224.121.184	4
104.55.218.53	5
148.32.172.96	6
